============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ne(100 MeV) ==> Carbon Tetrafluoride (IC(  400 mm) ========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1251 10 .3092210E+08   4000000E+03  .1262E+08  .1299E+08   .9999813 -.0046793  .0039353
T 1252 10 .3083407E+08   4000000E+03  .2851E+08 -.2719E+08   .9998627  .0120919 -.0113337
T 1253 10 .3092032E+08   4000000E+03  .2555E+08  .1205E+08   .9998879  .0145818 -.0034100
T 1254 10 .3033588E+08   4000000E+03 -.3338E+08  .2636E+08   .9979488 -.0437740  .0467116
T 1255 10 .3023409E+08   4000000E+03  .3324E+08  .7135E+07   .9995826  .0260823  .0124207
T 1256 10 .3054857E+08   4000000E+03 -.2979E+08 -.7087E+07   .9998698 -.0152848 -.0051640
T 1257 10 .3060055E+08   4000000E+03 -.2281E+08 -.1072E+08   .9999599 -.0065359 -.0061255
T 1258 10 .2925015E+08   4000000E+03 -.1915E+09  .1666E+09   .9939200 -.0941183  .0571379
T 1259 10 .3038634E+08   4000000E+03  .6501E+08 -.6186E+07   .9996528  .0210776 -.0158117
T 1260 10 .3062284E+08   4000000E+03  .1734E+08 -.3338E+08   .9998722 -.0050736 -.0151607
T 1261 10 .3009950E+08   4000000E+03 -.2169E+07  .7590E+07   .9999972  .0011936  .0020573
T 1262 10 .3058884E+08   4000000E+03 -.1463E+08 -.3032E+07   .9999519 -.0064777  .0073666
T 1263 10 .3059975E+08   4000000E+03  .3638E+08 -.4177E+08   .9995462  .0204711 -.0220984
T 1264 10 .3057618E+08   4000000E+03 -.1440E+08  .1626E+08   .9999146  .0064636  .0113602
T 1265 10 .3090161E+08   4000000E+03 -.1657E+07 -.3263E+07   .9999223  .0124591 -.0002889
T 1266 10 .3114572E+08   4000000E+03 -.2397E+08  .1686E+07   .9997468 -.0214594  .0067736
T 1267 10 .3026141E+08   4000000E+03 -.5061E+08 -.1304E+08   .9994647 -.0252461 -.0208064
T 1268 10 .3024957E+08   4000000E+03  .3900E+07  .2922E+06   .9984961  .0379530  .0395610
T 1269 10 .2965527E+08   4000000E+03 -.2291E+08 -.5824E+08   .9994154 -.0116917 -.0321272
T 1270 10 .3058165E+08   4000000E+03  .2758E+08  .5726E+07   .9999851  .0034229 -.0042408
T 1271 10 .2942084E+08   4000000E+03 -.4368E+08  .7968E+08   .9991057 -.0422559 -.0014812
T 1272 10 .3048345E+08   4000000E+03  .1458E+08  .3170E+08   .9999567 -.0007142  .0092785
T 1273 10 .2965869E+08   4000000E+03  .2500E+08  .1782E+07   .9999247  .0122654 -.0004858
T 1274 10 .3056802E+08   4000000E+03 -.6431E+07 -.5322E+07   .9999326  .0078743 -.0085296
T 1275 10 .3064481E+08   4000000E+03 -.6086E+07 -.8294E+07   .9999361  .0044903 -.0103729
T 1276 10 .3042935E+08   4000000E+03 -.1478E+08  .1820E+08   .9992460 -.0071378  .0381644
T 1277 10 .3077635E+08   4000000E+03  .1955E+08 -.1277E+08   .9997947  .0159898 -.0124486
T 1278 10 .3103549E+08   4000000E+03 -.8763E+07  .3229E+08   .9998466  .0111518  .0135072
T 1279 10 .3020428E+08   4000000E+03  .3224E+08 -.2983E+08   .9998156 -.0069332 -.0179102
T 1280 10 .3069546E+08   4000000E+03  .4590E+08  .3995E+07   .9999812  .0054088 -.0029015
T 1281 10 .3013334E+08   4000000E+03  .5494E+08  .5049E+07   .9994304  .0334350  .0045847
T 1282 10 .3055441E+08   4000000E+03 -.2485E+07 -.2606E+08   .9996955 -.0194661  .0151621
T 1283 10 .3019869E+08   4000000E+03  .8765E+07  .1056E+08   .9999507  .0034190  .0093224
T 1284 10 .3120341E+08   4000000E+03 -.2274E+08 -.5302E+08   .9996814  .0040610 -.0249125
T 1285 10 .3054833E+08   4000000E+03 -.5477E+07  .1857E+08   .9999974 -.0021856  .0006134
T 1286 10 .3022124E+08   4000000E+03  .1251E+08  .1600E+08   .9999398  .0109088  .0011639
T 1287 10 .3055269E+08   4000000E+03  .1449E+08  .4701E+07   .9996662  .0255423 -.0038798
T 1288 10 .3068333E+08   4000000E+03 -.3199E+08  .2211E+08   .9997895 -.0113860  .0170676
T 1289 10 .3112633E+08   4000000E+03  .1771E+08  .2092E+08   .9999808  .0022594 -.0057615
T 1290 10 .3045946E+08   4000000E+03  .1967E+08 -.2054E+08   .9999140 -.0012068 -.0130607
T 1291 10 .3009408E+08   4000000E+03 -.4154E+08  .4154E+08   .9999157 -.0098849  .0084134
T 1292 10 .3128393E+08   4000000E+03 -.5961E+06  .1022E+07   .9999689 -.0055299  .0056146
T 1293 10 .3069896E+08   4000000E+03  .9253E+07  .5994E+07   .9999143  .0112001 -.0067775
T 1294 10 .3035038E+08   4000000E+03 -.2508E+08 -.4731E+07   .9998509 -.0172530 -.0006731
T 1295 10 .3034373E+08   4000000E+03 -.9281E+07 -.3624E+08   .9997588  .0067195 -.0209108
T 1296 10 .3040822E+08   4000000E+03 -.2102E+07  .1640E+08   .9996816  .0059186  .0245295
T 1297 10 .3099719E+08   4000000E+03 -.2077E+08  .2635E+08   .9998728 -.0150752  .0052166
T 1298 10 .3055149E+08   4000000E+03 -.5028E+08 -.5525E+08   .9996110 -.0183957 -.0209627
T 1299 10 .3072255E+08   4000000E+03  .3926E+08  .7169E+07   .9997702  .0209088  .0047379
T 1300 10 .3039638E+08   4000000E+03 -.2930E+07  .1686E+08   .9998067  .0006075  .0196499
T 1301 10 .3052598E+08   4000000E+03  .4700E+07 -.1986E+08   .9998025  .0069857 -.0186040
T 1302 10 .3121425E+08   4000000E+03  .1983E+08 -.1659E+08   .9995918  .0245505 -.0146103
T 1303 10 .3006726E+08   4000000E+03 -.4184E+07 -.3818E+08   .9994671 -.0008713 -.0326303
T 1304 10 .3060369E+08   4000000E+03 -.1064E+08 -.1352E+08   .9998959 -.0135855 -.0048688
T 1305 10 .3039137E+08   4000000E+03 -.3470E+08 -.1641E+06   .9999781 -.0065298  .0011103
T 1306 10 .3067919E+08   4000000E+03 -.1867E+08 -.6819E+07   .9999358 -.0086858 -.0072807
T 1307 10 .3006537E+08   4000000E+03  .2794E+07 -.2045E+08   .9999445  .0011735 -.0104718
T 1308 10 .3091467E+08   4000000E+03 -.2626E+08  .2784E+08   .9997550 -.0214467  .0054710
T 1309 10 .3082564E+08   4000000E+03  .6368E+05 -.3405E+08   .9998760  .0066178 -.0142876
T 1310 10 .3080938E+08   4000000E+03  .2485E+08 -.3632E+07   .9998819  .0141216  .0060682
T 1311 10 .3038604E+08   4000000E+03 -.8644E+07  .2211E+07   .9999590  .0025552  .0086918
T 1312 10 .3051468E+08   4000000E+03 -.1882E+07  .1393E+08   .9999949  .0031473  .0005257
T 1313 10 .3110071E+08   4000000E+03  .2159E+08 -.5044E+08   .9999900 -.0023691 -.0038013
T 1314 10 .3066262E+08   4000000E+03 -.1218E+08 -.2085E+08   .9999092  .0012180 -.0134193
T 1315 10 .3041086E+08   4000000E+03  .1493E+08 -.6517E+07   .9998131  .0179932 -.0070773
T 1316 10 .3030321E+08   4000000E+03 -.2494E+08 -.2129E+08   .9998609 -.0078835 -.0146975
T 1317 10 .3080545E+08   4000000E+03  .2685E+08 -.1091E+08   .9998659  .0153472 -.0057164
T 1318 10 .3042836E+08   4000000E+03  .3444E+06 -.1014E+08   .9999326  .0025291 -.0113324
T 1319 10 .3035673E+08   4000000E+03 -.2141E+08  .2757E+08   .9998979  .0021094  .0141305
T 1320 10 .3038394E+08   4000000E+03 -.2998E+07  .8699E+07   .9998795 -.0031621  .0152013
T 1321 10 .3104829E+08   4000000E+03 -.9891E+07  .1524E+08   .9999060 -.0092713  .0101007
T 1322 10 .3054389E+08   4000000E+03  .7506E+07  .1888E+08   .9999487  .0083459  .0057317
T 1323 10 .2971458E+08   4000000E+03 -.1650E+07  .1207E+08   .9999436  .0034101 -.0100545
T 1324 10 .3026355E+08   4000000E+03 -.1176E+07 -.1555E+07   .9999555 -.0071482 -.0061588
T 1325 10 .3093534E+08   4000000E+03  .1356E+08  .1594E+07   .9999664  .0013722 -.0080809
T 1326 10 .3023591E+08   4000000E+03  .4650E+08 -.3391E+08   .9997516  .0074290 -.0210154
T 1327 10 .3059391E+08   4000000E+03 -.1916E+08  .4239E+08   .9996135 -.0052756  .0272947
T 1328 10 .3054113E+08   4000000E+03  .1426E+08 -.2257E+08   .9999922  .0037263  .0013180
T 1329 10 .3076732E+08   4000000E+03 -.4188E+07 -.1617E+08   .9999012 -.0140545  .0002798
T 1330 10 .3047805E+08   4000000E+03 -.4255E+08  .7589E+06   .9997798 -.0176093  .0114106
T 1331 10 .3089247E+08   4000000E+03  .1601E+08 -.6453E+07   .9999684  .0073209  .0030923
T 1332 10 .3048815E+08   4000000E+03 -.1477E+08  .9749E+07   .9996594 -.0260883 -.0007197
T 1333 10 .3076727E+08   4000000E+03 -.3742E+07  .4257E+06   .9999316 -.0043766 -.0108461
T 1334 10 .3064237E+08   4000000E+03  .1015E+08  .3489E+07   .9998654  .0007698  .0163907
T 1335 10 .3107918E+08   4000000E+03 -.5382E+07  .1971E+08   .9999229  .0060295  .0108561
T 1336 10 .3093827E+08   4000000E+03  .1948E+08 -.1920E+08   .9998940  .0142245 -.0031194
T 1337 10 .3034713E+08   4000000E+03 -.9981E+07 -.5558E+07   .9998132  .0047472 -.0187376
T 1338 10 .3075691E+08   4000000E+03  .3328E+08  .1544E+08   .9994973  .0295177  .0115703
T 1339 10 .2984653E+08   4000000E+03  .1099E+07 -.2399E+08   .9998853 -.0095477 -.0117549
T 1340 10 .3084186E+08   4000000E+03 -.1353E+08 -.2561E+08   .9997722  .0038039 -.0210033
T 1341 10 .3069215E+08   4000000E+03  .1972E+06  .2182E+08   .9999842  .0040055 -.0039503
T 1342 10 .3082525E+08   4000000E+03  .1664E+08 -.1458E+08   .9999243  .0076090 -.0096687
T 1343 10 .3083327E+08   4000000E+03  .2748E+08  .1275E+08   .9998104  .0185643  .0058816
T 1344 10 .3076521E+08   4000000E+03 -.1909E+08  .5444E+07   .9999446 -.0105238  .0000129
T 1345 10 .3094909E+08   4000000E+03  .2523E+08  .1549E+08   .9997337  .0091880  .0211700
T 1346 10 .3047312E+08   4000000E+03  .2643E+08  .1654E+07   .9999456  .0103583  .0012576
T 1347 10 .3060353E+08   4000000E+03  .3619E+08 -.2262E+08   .9996565  .0255604 -.0057858
T 1348 10 .3090127E+08   4000000E+03  .2204E+08  .3820E+07   .9998510  .0140301 -.0100567
T 1349 10 .3014506E+08   4000000E+03 -.2084E+08 -.1848E+08   .9998237 -.0186959  .0017126
T 1350 10 .2991064E+08   4000000E+03  .3600E+07  .3429E+08   .9996947 -.0179219  .0170085
T 1351 10 .3080562E+08   4000000E+03  .6810E+07  .2677E+08   .9997259  .0133650  .0192249
T 1352 10 .3050531E+08   4000000E+03 -.2208E+08  .2715E+08   .9999370 -.0047460  .0101708
T 1353 10 .3066802E+08   4000000E+03  .1537E+08 -.5232E+07   .9998743  .0142148 -.0070288
T 1354 10 .3112879E+08   4000000E+03  .6929E+08  .5591E+08   .9996815  .0156180  .0198250
T 1355 10 .3077887E+08   4000000E+03 -.3000E+08 -.1658E+08   .9998705 -.0114379 -.0113172
T 1356 10 .3030250E+08   4000000E+03  .2265E+07 -.3120E+07   .9999506 -.0045323 -.0088440
T 1357 10 .3109519E+08   4000000E+03  .5115E+08  .2334E+08   .9994849  .0311736  .0076208
T 1358 10 .3082733E+08   4000000E+03  .5229E+07  .1480E+08   .9999767 -.0029405  .0061647
T 1359 10 .3106451E+08   4000000E+03 -.2358E+08 -.5640E+08   .9995907 -.0016246 -.0285615
T 1360 10 .3060911E+08   4000000E+03 -.1652E+08 -.2684E+08   .9997580 -.0096847 -.0197540
T 1361 10 .3116723E+08   4000000E+03 -.5054E+07  .7385E+07   .9999885 -.0047827 -.0004234
T 1362 10 .3061443E+08   4000000E+03  .2410E+08 -.2705E+08   .9991374  .0351781 -.0220662
T 1363 10 .3166624E+08   4000000E+03 -.2143E+08  .8840E+07   .9998589 -.0167295  .0014892
T 1364 10 .3078343E+08   4000000E+03  .1681E+08 -.6025E+07   .9999923  .0024621 -.0030582
T 1365 10 .3042363E+08   4000000E+03  .2709E+08 -.5917E+07   .9991127  .0419782  .0034034
T 1366 10 .3126034E+08   4000000E+03 -.2977E+08  .2960E+08   .9998328 -.0163017  .0082822
T 1367 10 .2980904E+08   4000000E+03 -.1927E+08  .2951E+08   .9998168 -.0140303  .0130236
T 1368 10 .2685781E+08   4000000E+03 -.1468E+09  .1910E+09   .9846897 -.1043063  .1396653
T 1369 10 .3120548E+08   4000000E+03  .1850E+08 -.1067E+08   .9999288  .0101133  .0063375
T 1370 10 .3040088E+08   4000000E+03 -.1848E+08 -.1543E+08   .9999707 -.0074703 -.0016694
T 1371 10 .3060561E+08   4000000E+03  .1207E+07 -.2326E+08   .9999878  .0023865 -.0043187
T 1372 10 .3095003E+08   4000000E+03  .6334E+07  .4714E+07   .9987592  .0032195 -.0496961
T 1373 10 .3152945E+08   4000000E+03  .1835E+08 -.2306E+08   .9999136  .0110219  .0071658
T 1374 10 .2970192E+08   4000000E+03 -.4615E+07 -.2751E+07   .9999907  .0005239  .0042783
T 1375 10 .3059206E+08   4000000E+03 -.2153E+08 -.2703E+08   .9995736  .0288742  .0043564
T 1376 10 .3083271E+08   4000000E+03  .2721E+08  .9304E+07   .9996183  .0268356  .0065597
T 1377 10 .3077004E+08   4000000E+03 -.1157E+08 -.5726E+07   .9999264 -.0070368  .0098878
T 1378 10 .3042735E+08   4000000E+03  .1417E+08  .2737E+07   .9999600  .0084509  .0029187
T 1379 10 .3061979E+08   4000000E+03  .1735E+08  .5795E+07   .9999371  .0102325 -.0046026
T 1380 10 .2794221E+08   4000000E+03 -.3962E+08  .7634E+07   .9584876 -.2462721  .1437066
T 1381 10 .3111765E+08   4000000E+03 -.2996E+07  .3085E+07   .9999302  .0118114 -.0002881
T 1382 10 .3069742E+08   4000000E+03 -.6955E+07  .2005E+08   .9998148 -.0122530  .0148430
T 1383 10 .3002226E+08   4000000E+03  .2068E+08  .3777E+08   .9997680  .0127311  .0173716
T 1384 10 .3005292E+08   4000000E+03 -.7561E+07 -.3001E+07   .9998879 -.0141953  .0047596
T 1385 10 .3012146E+08   4000000E+03  .3002E+08 -.1898E+08   .9997752  .0197108 -.0078138
T 1386 10 .3067561E+08   4000000E+03 -.7504E+07 -.1757E+08   .9999608 -.0073332 -.0049681
T 1387 10 .2997216E+08   4000000E+03 -.1574E+07 -.5825E+07   .9999611  .0073112 -.0049370
T 1388 10 .3070102E+08   4000000E+03 -.3487E+08  .1425E+08   .9994890 -.0176495  .0266501
T 1389 10 .3092035E+08   4000000E+03  .1146E+08 -.3302E+08   .9997718  .0093823 -.0191904
T 1390 10 .3044040E+08   4000000E+03 -.1080E+08 -.1349E+08   .9999719 -.0023480 -.0071178
T 1391 10 .3105064E+08   4000000E+03 -.1035E+08 -.4404E+07   .9999968  .0019907 -.0015438
T 1392 10 .3135600E+08   4000000E+03  .8462E+07  .3211E+08   .9998275  .0063895  .0174419
T 1393 10 .3069338E+08   4000000E+03 -.3418E+08 -.2289E+08   .9998574 -.0116121 -.0122600
T 1394 10 .3132898E+08   4000000E+03 -.3246E+07  .1992E+07   .9999949  .0029865  .0011685
T 1395 10 .3075993E+08   4000000E+03 -.4469E+08  .3023E+08   .9993946 -.0193929  .0288861
T 1396 10 .3095750E+08   4000000E+03  .1226E+08  .2797E+08   .9998442 -.0011037  .0176169
T 1397 10 .3121517E+08   4000000E+03 -.1934E+08 -.6323E+07   .9999262 -.0120547 -.0015382
T 1398 10 .3064341E+08   4000000E+03 -.1862E+08 -.4429E+08   .9998755 -.0063366 -.0144544
T 1399 10 .3073385E+08   4000000E+03 -.1744E+08 -.4438E+08   .9994041 -.0118083 -.0324339
T 1400 10 .3018751E+08   4000000E+03  .1492E+08 -.2810E+08   .9998699  .0115578 -.0112542
T 1401 10 .3102902E+08   4000000E+03 -.3582E+08  .2449E+08   .9994798 -.0248042  .0206137
T 1402 10 .3082178E+08   4000000E+03 -.2656E+08  .2097E+08   .9998623 -.0138478  .0091409
T 1403 10 .3036985E+08   4000000E+03 -.7082E+07  .2761E+08   .9999816 -.0046296  .0039219
T 1404 10 .3132393E+08   4000000E+03  .5591E+07 -.1761E+08   .9998510  .0129365 -.0114264
T 1405 10 .3043987E+08   4000000E+03 -.7495E+05 -.3691E+07   .9999918  .0005113  .0040099
T 1406 10 .3026136E+08   4000000E+03  .2623E+08 -.3301E+08   .9999322  .0088315 -.0075880
T 1407 10 .3059712E+08   4000000E+03  .1636E+08  .4394E+08   .9997682 -.0015623  .0214734
T 1408 10 .3126661E+08   4000000E+03  .1671E+08 -.2887E+07   .9999748  .0067874  .0020937
T 1409 10 .3001866E+08   4000000E+03  .3074E+08  .1707E+08   .9999440 -.0054731  .0090605
T 1410 10 .3049647E+08   4000000E+03 -.2325E+07 -.3011E+08   .9998366  .0101993 -.0149262
T 1411 10 .3123897E+08   4000000E+03 -.2311E+08 -.3286E+07   .9999599 -.0086437  .0023323
T 1412 10 .3069416E+08   4000000E+03  .6389E+07  .1986E+08   .9995667  .0196563  .0219080
T 1413 10 .3079928E+08   4000000E+03 -.2907E+08 -.3454E+07   .9997417 -.0226283  .0021107
T 1414 10 .3012359E+08   4000000E+03  .2963E+08  .2008E+08   .9990608  .0327282  .0283985
T 1415 10 .2965385E+08   4000000E+03 -.3249E+07 -.3858E+08   .9997406  .0019823 -.0226885
T 1416 10 .3090498E+08   4000000E+03  .4995E+07 -.1757E+08   .9999171  .0019375 -.0127261
T 1417 10 .3037248E+08   4000000E+03 -.1490E+09  .7606E+08   .9977141 -.0563016  .0373724
T 1418 10 .2994789E+08   4000000E+03  .8176E+07  .4422E+08   .9997295  .0022038  .0231543
T 1419 10 .3047248E+08   4000000E+03 -.4385E+08 -.8756E+07   .9997614 -.0215722 -.0034272
T 1420 10 .3057890E+08   4000000E+03 -.2568E+08  .2677E+07   .9999121 -.0132560 -.0001932
T 1421 10 .3022026E+08   4000000E+03  .4233E+07 -.6610E+07   .9997795  .0121351 -.0171372
T 1422 10 .3066213E+08   4000000E+03 -.4948E+08  .3252E+08   .9994729 -.0248081  .0209397
T 1423 10 .3123190E+08   4000000E+03  .6032E+07  .7621E+07   .9999396  .0092609  .0059198
T 1424 10 .3078599E+08   4000000E+03 -.1451E+08  .9544E+07   .9998758 -.0082198  .0134478
T 1425 10 .3032580E+08   4000000E+03 -.8268E+07  .3276E+08   .9998673 -.0122542  .0107299
T 1426 10 .3062144E+08   4000000E+03  .3332E+08 -.1511E+08   .9999677 -.0005498  .0080191
T 1427 10 .3100993E+08   4000000E+03 -.4591E+07 -.1530E+08   .9998600  .0026730 -.0165169
T 1428 10 .3100181E+08   4000000E+03 -.3169E+08  .6119E+07   .9997874 -.0169351 -.0117664
T 1429 10 .3053809E+08   4000000E+03  .8426E+07  .2468E+08   .9999621  .0037103  .0078763
T 1430 10 .3050506E+08   4000000E+03  .1483E+08  .4251E+08   .9999392 -.0061596  .0091432
T 1431 10 .3045794E+08   4000000E+03 -.3288E+08 -.3208E+07   .9999214 -.0120615 -.0034370
T 1432 10 .3082606E+08   4000000E+03  .1076E+07 -.4112E+08   .9997056  .0012874 -.0242309
T 1433 10 .3056857E+08   4000000E+03  .8435E+07  .4673E+07   .9999594  .0016676  .0088532
T 1434 10 .3047624E+08   4000000E+03 -.7788E+07  .8172E+07   .9999211 -.0125247  .0009495
T 1435 10 .3056860E+08   4000000E+03 -.2861E+08  .6620E+07   .9998623 -.0162684 -.0032599
T 1436 10 .3046064E+08   4000000E+03 -.2591E+08 -.8650E+07   .9998569 -.0162283 -.0047757
T 1437 10 .3096844E+08   4000000E+03 -.9459E+07 -.7846E+07   .9999756 -.0055726 -.0042138
T 1438 10 .3017596E+08   4000000E+03 -.1500E+08 -.1673E+08   .9999983 -.0013549 -.0012697
T 1439 10 .3021847E+08   4000000E+03  .2320E+08 -.3955E+07   .9997527  .0125722 -.0183457
T 1440 10 .3101448E+08   4000000E+03 -.4174E+08  .4569E+08   .9996626 -.0160782  .0204004
T 1441 10 .3103344E+08   4000000E+03  .6675E+07  .7393E+07   .9999964 -.0021228  .0016239
T 1442 10 .3098214E+08   4000000E+03 -.1028E+08  .4431E+08   .9990484 -.0015112  .0435897
T 1443 10 .2928896E+08   4000000E+03  .9688E+07  .2926E+08   .9997685  .0004478  .0215108
T 1444 10 .3066423E+08   4000000E+03 -.1617E+07 -.2024E+08   .9999374 -.0078832 -.0079372
T 1445 10 .3102852E+08   4000000E+03  .1071E+08 -.4283E+08   .9997126  .0074870 -.0227731
T 1446 10 .3037494E+08   4000000E+03  .1945E+08 -.9346E+07   .9999606  .0081335 -.0035425
T 1447 10 .3032123E+08   4000000E+03 -.1397E+08  .2730E+08   .9998582 -.0075267  .0150638
T 1448 10 .3047395E+08   4000000E+03  .4089E+08  .5581E+07   .9996603  .0250773  .0071036
T 1449 10 .3065937E+08   4000000E+03 -.4962E+08 -.3997E+08   .9998630 -.0109841 -.0123835
T 1450 10 .3037038E+08   4000000E+03 -.6110E+07 -.4931E+07   .9999739 -.0071661 -.0009639
T 1451 10 .3135119E+08   4000000E+03 -.6070E+07 -.1849E+08   .9999276  .0084423 -.0085756
T 1452 10 .3081301E+08   4000000E+03  .5799E+07 -.1890E+07   .9999334 -.0101113  .0055569
T 1453 10 .3066056E+08   4000000E+03  .1046E+08  .2593E+08   .9998677  .0100476  .0127922
T 1454 10 .3118951E+08   4000000E+03 -.8665E+06 -.4544E+07   .9999742 -.0011131 -.0070996
T 1455 10 .3029757E+08   4000000E+03  .4777E+08 -.2426E+08   .9987214  .0362999 -.0351824
T 1456 10 .3073672E+08   4000000E+03  .2662E+08  .8815E+07   .9999315  .0116707  .0009358
T 1457 10 .3032201E+08   4000000E+03 -.1237E+08  .1363E+07   .9999095 -.0131960 -.0026263
T 1458 10 .3050631E+08   4000000E+03  .4472E+07 -.2729E+08   .9999283  .0016171 -.0118681
T 1459 10 .3053006E+08   4000000E+03  .1343E+08 -.3832E+07   .9999742  .0039442  .0060067
T 1460 10 .3025845E+08   4000000E+03 -.1409E+08  .3586E+08   .9999639 -.0040292  .0074866
T 1461 10 .3068629E+08   4000000E+03 -.5965E+07 -.1788E+08   .9999589  .0017963 -.0088897
T 1462 10 .3086980E+08   4000000E+03  .1780E+08 -.9173E+07   .9999391  .0110056 -.0008652
T 1463 10 .3070715E+08   4000000E+03  .2547E+07  .2178E+08   .9999673  .0070395  .0039791
T 1464 10 .3085710E+08   4000000E+03  .8747E+07  .1675E+08   .9999987  .0014431 -.0007281
T 1465 10 .3010706E+08   4000000E+03 -.5020E+08  .6426E+07   .9992940 -.0374685 -.0027662
T 1466 10 .3080093E+08   4000000E+03 -.2680E+08  .3350E+07   .9999223 -.0107076  .0063805
T 1467 10 .3094791E+08   4000000E+03  .3556E+07 -.3697E+08   .9997789  .0128302 -.0166612
T 1468 10 .3008924E+08   4000000E+03 -.5682E+07  .2628E+08   .9997357  .0078638  .0216034
T 1469 10 .3028766E+08   4000000E+03  .4880E+07 -.7377E+07   .9998213  .0113293 -.0151309
T 1470 10 .3089732E+08   4000000E+03 -.3802E+07  .3113E+08   .9996193 -.0009037  .0275773
T 1471 10 .3085997E+08   4000000E+03  .1469E+08  .2565E+08   .9999299  .0087221  .0080028
T 1472 10 .3077313E+08   4000000E+03  .3180E+08  .3495E+08   .9999937  .0035349 -.0003226
T 1473 10 .3081072E+08   4000000E+03 -.3497E+06 -.1552E+08   .9999699  .0065575  .0041476
T 1474 10 .3075755E+08   4000000E+03 -.8824E+07 -.1804E+07   .9999668 -.0029399 -.0076040
T 1475 10 .3030841E+08   4000000E+03 -.2381E+08  .3581E+08   .9997342 -.0181807  .0141791
T 1476 10 .3030669E+08   4000000E+03 -.1867E+08  .1011E+08   .9998441 -.0175817  .0016435
T 1477 10 .3058459E+08   4000000E+03 -.2037E+08 -.6632E+07   .9998386 -.0179569 -.0006219
T 1478 10 .3056097E+08   4000000E+03 -.3096E+08  .2470E+08   .9998377 -.0176584 -.0035589
T 1479 10 .3109866E+08   4000000E+03 -.3186E+08  .5745E+08   .9999312 -.0055453  .0103367
T 1480 10 .3069614E+08   4000000E+03 -.4787E+08  .7771E+07   .9999884 -.0029591  .0037964
T 1481 10 .2986107E+08   4000000E+03  .7333E+07  .6787E+07   .9999467 -.0008626  .0102893
T 1482 10 .3018464E+08   4000000E+03 -.1580E+08  .8207E+07   .9999650 -.0074690  .0037711
T 1483 10 .3055514E+08   4000000E+03  .8608E+07  .2149E+08   .9997437  .0093154  .0206348
T 1484 10 .3002832E+08   4000000E+03  .2058E+08  .2328E+06   .9998080  .0133604 -.0143328
T 1485 10 .3076250E+08   4000000E+03  .3325E+07  .8184E+07   .9997518  .0216815 -.0051301
T 1486 10 .3052912E+08   4000000E+03 -.1196E+08  .1344E+08   .9999264  .0034424  .0116338
T 1487 10 .3116419E+08   4000000E+03 -.1234E+08 -.1588E+08   .9988969 -.0197524 -.0426001
T 1488 10 .3106000E+08   4000000E+03 -.1273E+08 -.9282E+07   .9999632 -.0064995 -.0055986
T 1489 10 .3002207E+08   4000000E+03  .4926E+07 -.3780E+08   .9993916 -.0133643 -.0322140
T 1490 10 .3072361E+08   4000000E+03 -.7794E+07 -.6612E+07   .9997726 -.0171210  .0127134
T 1491 10 .3034555E+08   4000000E+03  .1276E+08 -.4073E+08   .9999416  .0065762  .0085719
T 1492 10 .3059224E+08   4000000E+03  .3445E+08 -.5248E+07   .9995426  .0301972 -.0016193
T 1493 10 .3036582E+08   4000000E+03  .4031E+08 -.5371E+07   .9997487  .0215626 -.0061305
T 1494 10 .3067348E+08   4000000E+03  .1373E+08 -.5869E+07   .9998795  .0154692  .0013291
T 1495 10 .3099915E+08   4000000E+03  .2524E+08  .1011E+08   .9998685  .0149315 -.0063335
T 1496 10 .3062583E+08   4000000E+03  .4090E+07 -.3793E+07   .9999442  .0092786 -.0050571
T 1497 10 .2999079E+08   4000000E+03  .4944E+08  .5403E+08   .9989847  .0278424  .0354179
T 1498 10 .3051773E+08   4000000E+03  .8042E+07 -.2039E+08   .9997319  .0155435 -.0171637
T 1499 10 .3077675E+08   4000000E+03  .1266E+07  .2849E+08   .9998446 -.0054517  .0167634
T 1500 10 .3047419E+08   4000000E+03 -.3589E+08  .3475E+07   .9998582 -.0164700  .0035077
T 1501 10 .3073260E+08   4000000E+03  .1690E+08 -.6059E+08   .9997729 -.0007347 -.0212984
T 1502 10 .3121889E+08   4000000E+03  .1326E+07 -.2953E+08   .9998476  .0080864 -.0154699
T 1503 10 .3014530E+08   4000000E+03 -.3480E+08  .2945E+08   .9998812 -.0105190  .0112700
T 1504 10 .3084558E+08   4000000E+03  .6776E+07 -.1582E+08   .9997954  .0085606 -.0183258
T 1505 10 .3100345E+08   4000000E+03  .8604E+07 -.5358E+07   .9998591 -.0129816 -.0106458
T 1506 10 .3082952E+08   4000000E+03 -.1867E+08  .2759E+07   .9998306 -.0182331 -.0025184
