============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ne(100 MeV) ==> Carbon Tetrafluoride (IC(  400 mm) ========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  472 10 .3119056E+08   4000000E+03 -.3151E+07  .2207E+08   .9998255 -.0078251  .0169627
T  473 10 .3093317E+08   4000000E+03  .1990E+07  .1798E+08   .9999184  .0086072  .0094390
T  474 10 .3061808E+08   4000000E+03  .3443E+08 -.1979E+08   .9998496  .0162402 -.0060816
T  475 10 .3078469E+08   4000000E+03  .5976E+07  .1771E+07   .9999541  .0022899 -.0093042
T  476 10 .3065299E+08   4000000E+03 -.2732E+08 -.2200E+08   .9998745 -.0152814 -.0041724
T  477 10 .3008368E+08   4000000E+03 -.1360E+06  .2027E+08   .9999337 -.0048464 -.0104433
T  478 10 .3064236E+08   4000000E+03 -.2686E+08  .1959E+08   .9990853 -.0359088  .0232197
T  479 10 .3056034E+08   4000000E+03  .8958E+07 -.1921E+08   .9997150  .0112685 -.0210462
T  480 10 .3047594E+08   4000000E+03  .1745E+08 -.3702E+07   .9999996 -.0007796 -.0004559
T  481 10 .3039309E+08   4000000E+03 -.1324E+08 -.2471E+06   .9999009 -.0105222  .0093558
T  482 10 .3039556E+08   4000000E+03  .2605E+08 -.3554E+08   .9999506  .0002375 -.0099364
T  483 10 .3132290E+08   4000000E+03 -.5381E+07  .7859E+07   .9999881  .0048044 -.0008171
T  484 10 .3066544E+08   4000000E+03 -.1797E+07 -.8424E+07   .9999908  .0035907  .0023506
T  485 10 .3058241E+08   4000000E+03  .1217E+08 -.4526E+08   .9996545 -.0017473 -.0262266
T  486 10 .3009628E+08   4000000E+03 -.2523E+08 -.9322E+07   .9997967 -.0181850 -.0087150
T  487 10 .3088224E+08   4000000E+03 -.1413E+08 -.3343E+08   .9997790 -.0061064 -.0201148
T  488 10 .3076235E+08   4000000E+03  .1750E+07  .7091E+07   .9999316 -.0111235  .0036213
T  489 10 .2987488E+08   4000000E+03  .3000E+08  .2739E+08   .9998724  .0071685  .0142762
T  490 10 .3024762E+08   4000000E+03 -.1455E+08 -.2928E+08   .9998470 -.0083254 -.0153860
T  491 10 .3059423E+08   4000000E+03  .1566E+08  .1332E+08   .9996586  .0206977  .0159460
T  492 10 .3053922E+08   4000000E+03  .1391E+08 -.2768E+08   .9997896  .0010551 -.0204842
T  493 10 .3104682E+08   4000000E+03  .7500E+07  .2749E+08   .9999151  .0056981  .0117162
T  494 10 .2998284E+08   4000000E+03 -.4367E+07 -.1036E+05   .9999249 -.0121391 -.0016618
T  495 10 .3078347E+08   4000000E+03 -.1576E+08  .3854E+08   .9995800 -.0135662  .0256093
T  496 10 .3102768E+08   4000000E+03 -.2152E+08 -.3991E+08   .9998857 -.0143334 -.0048185
T  497 10 .3087949E+08   4000000E+03 -.2751E+08 -.1187E+08   .9999377 -.0109612  .0021081
T  498 10 .3067087E+08   4000000E+03 -.1166E+08 -.7931E+07   .9998732 -.0143995 -.0067976
T  499 10 .3097572E+08   4000000E+03 -.8658E+06  .3010E+08   .9998528  .0094777  .0143010
T  500 10 .3039531E+08   4000000E+03 -.2951E+08 -.3183E+08   .9994181 -.0243056 -.0239321
T  501 10 .3027244E+08   4000000E+03 -.1188E+07 -.1382E+08   .9999771 -.0054144 -.0040675
T  502 10 .3101140E+08   4000000E+03 -.1020E+08  .1785E+08   .9998866 -.0033998  .0146728
T  503 10 .3107174E+08   4000000E+03  .2965E+08  .4837E+08   .9997036  .0094769  .0224234
T  504 10 .3009823E+08   4000000E+03  .2672E+08  .9104E+07   .9999705  .0065737 -.0039828
T  505 10 .3064593E+08   4000000E+03  .2930E+08 -.6190E+08   .9997679  .0165479 -.0137978
T  506 10 .3000782E+08   4000000E+03  .3254E+08  .4405E+07   .9999824  .0058375  .0010831
T  507 10 .1778753E+08   4000000E+03  .3296E+09 -.7652E+09   .9652459  .1256147 -.2291753
T  508 10 .3028882E+08   4000000E+03  .9414E+07  .2795E+08   .9999731  .0035754  .0064093
T  509 10 .3018152E+08   4000000E+03 -.4783E+08 -.3327E+07   .9993475 -.0353858  .0072353
T  510 10 .3029195E+08   4000000E+03  .1336E+08  .2741E+08   .9998347  .0174618  .0050655
T  511 10 .3088875E+08   4000000E+03  .9246E+07 -.4711E+08   .9998608 -.0050216 -.0159117
T  512 10 .2964429E+08   4000000E+03 -.1966E+07 -.8371E+07   .9999696  .0061894  .0047327
T  513 10 .3067607E+08   4000000E+03 -.1546E+08 -.1585E+07   .9999993 -.0012057 -.0001247
T  514 10 .3110017E+08   4000000E+03  .9521E+05  .2073E+08   .9999264 -.0086624 -.0084910
T  515 10 .3049078E+08   4000000E+03 -.8921E+07  .3152E+08   .9993176 -.0272103 -.0249787
T  516 10 .3115819E+08   4000000E+03 -.1189E+08 -.1401E+08   .9997534 -.0156078 -.0157946
T  517 10 .3094977E+08   4000000E+03 -.1494E+08 -.1181E+08   .9999102 -.0085399 -.0103270
T  518 10 .2995406E+08   4000000E+03 -.5081E+07 -.3298E+08   .9989207  .0095274 -.0454596
T  519 10 .3029643E+08   4000000E+03 -.4215E+07 -.1798E+08   .9998142 -.0155185 -.0114318
T  520 10 .3098749E+08   4000000E+03 -.1865E+08 -.7331E+08   .9995896 -.0058368 -.0280474
T  521 10 .3015042E+08   4000000E+03 -.5406E+07 -.6667E+07   .9999689 -.0031396  .0072303
T  522 10 .3063028E+08   4000000E+03  .3245E+07 -.2003E+07   .9999350  .0094663 -.0063481
T  523 10 .3028504E+08   4000000E+03  .3938E+07 -.1507E+08   .9999184 -.0009649 -.0127394
T  524 10 .3091931E+08   4000000E+03  .4474E+08 -.7960E+08   .9995233  .0107736 -.0289336
T  525 10 .3047951E+08   4000000E+03  .6238E+07  .2781E+07   .9998282  .0185336 -.0001292
T  526 10 .3088800E+08   4000000E+03  .8332E+07  .7193E+07   .9999603  .0073323  .0050631
T  527 10 .3128949E+08   4000000E+03 -.1476E+07  .4126E+08   .9992036 -.0065507  .0393601
T  528 10 .3020586E+08   4000000E+03  .5109E+07  .9016E+07   .9999496  .0048213  .0088098
T  529 10 .3119163E+08   4000000E+03 -.3560E+08  .6448E+06   .9997962 -.0201461  .0012823
T  530 10 .3028582E+08   4000000E+03 -.4007E+08  .1604E+08   .9987079 -.0506024 -.0046914
T  531 10 .3006812E+08   4000000E+03 -.1517E+08  .2271E+08   .9998682 -.0014318  .0161741
T  532 10 .3037609E+08   4000000E+03 -.1383E+07 -.2530E+08   .9998225 -.0037982 -.0184512
T  533 10 .2988638E+08   4000000E+03  .1381E+08  .2918E+08   .9998472  .0077302  .0156785
T  534 10 .3069788E+08   4000000E+03 -.1265E+08  .1004E+08   .9998779 -.0155233  .0017944
T  535 10 .3103496E+08   4000000E+03 -.1852E+08  .3422E+08   .9999699  .0035641  .0068846
T  536 10 .3051307E+08   4000000E+03 -.2189E+08  .5158E+07   .9999152 -.0108682 -.0071816
T  537 10 .3127353E+08   4000000E+03 -.1651E+08  .1347E+08   .9999946 -.0030216  .0013118
T  538 10 .3142348E+08   4000000E+03  .1805E+08  .1489E+08   .9999283  .0119779 -.0000060
T  539 10 .3103132E+08   4000000E+03  .2583E+08 -.2612E+08   .9997358  .0193756 -.0123685
T  540 10 .3035559E+08   4000000E+03 -.1702E+08  .1377E+08   .9999827 -.0058836  .0000105
T  541 10 .3070217E+08   4000000E+03  .1417E+08  .4869E+06   .9998315  .0170526 -.0067888
T  542 10 .3080798E+08   4000000E+03 -.6452E+06  .5935E+07   .9999154  .0013939  .0129289
T  543 10 .3035882E+08   4000000E+03 -.3149E+07 -.1405E+08   .9999998  .0005828  .0001849
T  544 10 .3028884E+08   4000000E+03 -.1473E+08  .2006E+08   .9998393 -.0106191  .0144448
T  545 10 .3089433E+08   4000000E+03 -.1180E+08 -.1942E+08   .9987406 -.0325416 -.0381884
T  546 10 .3012321E+08   4000000E+03  .5152E+07  .1184E+08   .9999639  .0013559  .0083826
T  547 10 .3058974E+08   4000000E+03  .4526E+08 -.3014E+08   .9995410  .0163060 -.0255322
T  548 10 .3033290E+08   4000000E+03  .2400E+08  .2066E+08   .9995810  .0266513  .0112904
T  549 10 .3086815E+08   4000000E+03 -.1700E+07 -.1334E+08   .9999434 -.0019023 -.0104654
T  550 10 .3077405E+08   4000000E+03 -.1451E+08  .1133E+08   .9999095 -.0102393  .0087257
T  551 10 .3024842E+08   4000000E+03  .6524E+07  .1601E+08   .9997946  .0142909  .0143703
T  552 10 .3030231E+08   4000000E+03  .1242E+08  .5811E+08   .9997121 -.0031485  .0237878
T  553 10 .3082241E+08   4000000E+03  .4091E+07 -.8382E+07   .9999620 -.0071405 -.0050070
T  554 10 .3052927E+08   4000000E+03  .2242E+07  .1944E+08   .9999447 -.0001557  .0105114
T  555 10 .3015784E+08   4000000E+03  .2345E+07  .7743E+07   .9999988 -.0009735  .0011929
T  556 10 .3107741E+08   4000000E+03  .3782E+08 -.8580E+07   .9999918  .0038897 -.0011546
T  557 10 .3088810E+08   4000000E+03 -.3093E+08  .9640E+07   .9998896 -.0089677  .0118457
T  558 10 .3022637E+08   4000000E+03  .1019E+08 -.1617E+07   .9999738  .0068288 -.0023827
T  559 10 .3047175E+08   4000000E+03  .3100E+08 -.1045E+08   .9998463  .0102376  .0142295
T  560 10 .2990148E+08   4000000E+03  .1396E+08  .1716E+08   .9997590 -.0191291  .0107751
T  561 10 .3034735E+08   4000000E+03 -.2249E+07 -.1041E+07   .9997667 -.0099767 -.0191593
T  562 10 .3072893E+08   4000000E+03 -.1910E+07 -.6534E+07   .9999766 -.0029556 -.0061738
T  563 10 .3130029E+08   4000000E+03 -.4085E+08  .3903E+08   .9995423 -.0222216  .0205291
T  564 10 .3067423E+08   4000000E+03  .6514E+07 -.3498E+07   .9999571  .0037921 -.0084546
T  565 10 .3086361E+08   4000000E+03 -.2622E+08  .8636E+07   .9999611 -.0084832 -.0024312
T  566 10 .3055616E+08   4000000E+03  .9588E+06  .1896E+08   .9998621  .0048714  .0158771
T  567 10 .3079278E+08   4000000E+03  .1828E+08  .4256E+08   .9995581  .0117725  .0272961
T  568 10 .3028410E+08   4000000E+03  .2263E+08  .4086E+08   .9997339  .0156867  .0169152
T  569 10 .3084673E+08   4000000E+03 -.6028E+08 -.3113E+07   .9996625 -.0254723  .0051056
T  570 10 .3040941E+08   4000000E+03  .1977E+08  .3499E+08   .9998316  .0143070  .0114889
T  571 10 .3050501E+08   4000000E+03 -.3312E+07 -.1559E+08   .9999537 -.0044492  .0085283
T  572 10 .3083665E+08   4000000E+03  .1161E+08  .2896E+08   .9999121  .0001093  .0132617
T  573 10 .3061934E+08   4000000E+03 -.8167E+06 -.2899E+08   .9998406 -.0047869 -.0172000
T  574 10 .3089837E+08   4000000E+03  .3016E+08  .5203E+08   .9998395  .0178657 -.0013036
T  575 10 .3031758E+08   4000000E+03 -.2730E+07 -.5522E+07   .9999608  .0054605  .0069699
T  576 10 .3094807E+08   4000000E+03 -.8665E+07  .4425E+07   .9999645  .0039412  .0074469
T  577 10 .3117966E+08   4000000E+03  .1107E+07  .2087E+08   .9997961  .0039856  .0197978
T  578 10 .3036151E+08   4000000E+03 -.5594E+07 -.1638E+08   .9999773  .0002828  .0067379
T  579 10 .3038923E+08   4000000E+03  .1080E+08  .4417E+07   .9999637  .0084498  .0011385
T  580 10 .3054769E+08   4000000E+03  .3967E+08 -.3957E+08   .9997367  .0196428 -.0118627
T  581 10 .3114890E+08   4000000E+03  .2333E+08 -.3384E+08   .9999900  .0028520 -.0034308
T  582 10 .3117120E+08   4000000E+03  .4529E+08 -.7354E+07   .9995611  .0159636  .0249539
T  583 10 .3072771E+08   4000000E+03  .2204E+08 -.2433E+08   .9999064  .0085133 -.0107072
T  584 10 .3038235E+08   4000000E+03 -.1171E+08  .6971E+07   .9999853  .0030000  .0045073
T  585 10 .3052689E+08   4000000E+03 -.2426E+08 -.5382E+08   .9995118 -.0138772 -.0279941
T  586 10 .3077246E+08   4000000E+03 -.1873E+08 -.3511E+08   .9999978  .0019787 -.0006830
T  587 10 .3095500E+08   4000000E+03 -.5577E+07  .3637E+08   .9997537  .0061257  .0213329
T  588 10 .3088907E+08   4000000E+03 -.2252E+08 -.1103E+08   .9997507 -.0112935 -.0192628
T  589 10 .3085550E+08   4000000E+03 -.8810E+07 -.3880E+08   .9998629 -.0042815 -.0159966
T  590 10 .3053660E+08   4000000E+03  .1838E+08 -.3188E+07   .9999214  .0124493 -.0014620
T  591 10 .3039560E+08   4000000E+03  .4860E+07  .1511E+08   .9999901 -.0041809 -.0014922
T  592 10 .3081230E+08   4000000E+03 -.2518E+07  .3753E+07   .9999638 -.0081045  .0025779
T  593 10 .3004120E+08   4000000E+03  .1621E+08 -.2667E+08   .9995450 -.0034051 -.0299699
T  594 10 .3086069E+08   4000000E+03 -.1192E+08 -.2676E+08   .9998774 -.0147374 -.0052977
T  595 10 .3065468E+08   4000000E+03  .2251E+07  .8496E+07   .9999304 -.0009051  .0117635
T  596 10 .3116474E+08   4000000E+03  .2428E+08  .6557E+07   .9996356  .0158204 -.0218723
T  597 10 .3069793E+08   4000000E+03  .5102E+08  .9236E+07   .9993549  .0337865  .0121765
T  598 10 .3014196E+08   4000000E+03  .1805E+08 -.9436E+07   .9999113  .0072669 -.0111586
T  599 10 .3010575E+08   4000000E+03 -.9645E+08 -.5937E+08   .9970805 -.0648480 -.0403146
T  600 10 .3096169E+08   4000000E+03 -.2126E+08  .5316E+07   .9999974 -.0022627 -.0001627
T  601 10 .3074061E+08   4000000E+03 -.4101E+07 -.8907E+07   .9999977 -.0016885 -.0013219
T  602 10 .3103205E+08   4000000E+03 -.1204E+08  .6947E+07   .9995326 -.0305037  .0020428
T  603 10 .3059940E+08   4000000E+03 -.2130E+08  .4377E+08   .9996435 -.0060168  .0260143
T  604 10 .3071366E+08   4000000E+03 -.1358E+08  .5324E+07   .9999175 -.0005662 -.0128316
T  605 10 .3073158E+08   4000000E+03 -.8063E+07 -.6142E+07   .9999507 -.0020016 -.0097281
T  606 10 .3078733E+08   4000000E+03 -.1663E+08  .2004E+08   .9994848 -.0318247  .0041578
T  607 10 .3034151E+08   4000000E+03 -.1853E+08  .4792E+08   .9991736 -.0092942  .0395685
T  608 10 .3063623E+08   4000000E+03 -.4942E+08 -.4176E+07   .9998022 -.0194416  .0041839
T  609 10 .2973006E+08   4000000E+03  .2830E+07  .2283E+08   .9990743  .0040950  .0428223
T  610 10 .3061009E+08   4000000E+03  .7439E+07 -.1494E+08   .9999717  .0002883 -.0075120
T  611 10 .2993462E+08   4000000E+03  .2319E+08 -.9137E+07   .9999105  .0131283 -.0025832
T  612 10 .3012674E+08   4000000E+03  .6555E+06  .3359E+08   .9996550  .0075193  .0251660
T  613 10 .3017917E+08   4000000E+03 -.3226E+08 -.1882E+08   .9996886 -.0249465  .0005464
T  614 10 .3025754E+08   4000000E+03 -.1920E+08  .2282E+08   .9997811 -.0194173  .0077943
T  615 10 .3041778E+08   4000000E+03 -.1169E+08 -.1415E+08   .9998510 -.0115740  .0128073
T  616 10 .3165490E+08   4000000E+03  .4809E+07  .1981E+08   .9999665 -.0006660  .0081551
T  617 10 .3010203E+08   4000000E+03 -.1010E+09 -.7082E+08   .9975230 -.0428181 -.0558082
T  618 10 .3113483E+08   4000000E+03 -.9299E+07  .1180E+08   .9997647 -.0188533  .0107313
T  619 10 .2996422E+08   4000000E+03 -.1857E+08  .3346E+07   .9999101  .0034323 -.0129624
T  620 10 .3026185E+08   4000000E+03  .2960E+08 -.2233E+08   .9998178  .0189809 -.0020394
T  621 10 .3048761E+08   4000000E+03 -.2659E+08  .4342E+08   .9997567 -.0176145  .0132747
T  622 10 .3071027E+08   4000000E+03  .1148E+08  .2668E+08   .9998874  .0104966  .0107203
T  623 10 .3044390E+08   4000000E+03 -.4469E+07  .1926E+08   .9998219  .0004943  .0188678
T  624 10 .3001993E+08   4000000E+03  .9276E+07  .7066E+07   .9999235  .0001898 -.0123704
T  625 10 .3044606E+08   4000000E+03 -.2374E+08  .4477E+08   .9997080 -.0099616  .0220140
T  626 10 .3072961E+08   4000000E+03  .2049E+08 -.1828E+08   .9997360  .0171414 -.0152982
T  627 10 .3104027E+08   4000000E+03 -.1803E+08 -.4656E+08   .9997491 -.0069765 -.0212840
T  628 10 .3062925E+08   4000000E+03  .3998E+08  .2132E+08   .9998585  .0116159  .0121710
T  629 10 .3071765E+08   4000000E+03  .1965E+08  .9349E+07   .9999437  .0105638  .0010020
T  630 10 .3069620E+08   4000000E+03 -.2843E+08  .5283E+08   .9992721 -.0056927  .0377203
T  631 10 .3037671E+08   4000000E+03  .1378E+08 -.7933E+07   .9999551  .0025568 -.0091270
T  632 10 .3104749E+08   4000000E+03 -.6710E+07  .3840E+08   .9994966  .0252006  .0192719
T  633 10 .3058691E+08   4000000E+03 -.1149E+08 -.1874E+08   .9998700 -.0139541 -.0080836
T  634 10 .3083641E+08   4000000E+03 -.2390E+08  .2399E+08   .9998330 -.0069874  .0168877
T  635 10 .3074574E+08   4000000E+03 -.1260E+08 -.3564E+08   .9998554 -.0075257 -.0152471
T  636 10 .3107901E+08   4000000E+03  .3634E+08  .1646E+08   .9999686  .0062925  .0048137
T  637 10 .3077789E+08   4000000E+03  .5981E+08  .5693E+08   .9995852  .0204680  .0202595
T  638 10 .3071107E+08   4000000E+03 -.1959E+07  .2805E+08   .9999830 -.0045899  .0036074
T  639 10 .3040377E+08   4000000E+03  .3621E+07  .3611E+07   .9999494 -.0074665  .0067479
T  640 10 .3098426E+08   4000000E+03 -.9142E+07 -.8965E+07   .9998461 -.0004984  .0175389
T  641 10 .3028234E+08   4000000E+03  .1789E+08  .1445E+08   .9996272  .0039806  .0270120
T  642 10 .3050509E+08   4000000E+03 -.2232E+08  .2172E+08   .9998742 -.0143240  .0068155
T  643 10 .3030205E+08   4000000E+03  .2572E+08 -.3854E+08   .9997928  .0149327 -.0138329
T  644 10 .3006075E+08   4000000E+03 -.1958E+08  .3773E+08   .9991705 -.0117792  .0389815
T  645 10 .3129324E+08   4000000E+03 -.1738E+07 -.5570E+08   .9994745 -.0012755 -.0323894
T  646 10 .3095231E+08   4000000E+03 -.6888E+08 -.4364E+08   .9992332 -.0328017 -.0213769
T  647 10 .3114128E+08   4000000E+03  .3062E+08  .2667E+08   .9997837  .0159101  .0133974
T  648 10 .3074202E+08   4000000E+03 -.1355E+08 -.1959E+08   .9999553 -.0084884 -.0041536
T  649 10 .3046878E+08   4000000E+03  .2288E+07  .2782E+08   .9998865 -.0003283  .0150646
T  650 10 .3076294E+08   4000000E+03  .1628E+08  .3238E+08   .9999463 -.0029484  .0099356
T  651 10 .3098398E+08   4000000E+03 -.1041E+08 -.1064E+08   .9998922 -.0047758 -.0138855
T  652 10 .3076992E+08   4000000E+03 -.3899E+07  .3040E+08   .9999162 -.0052625  .0118253
T  653 10 .3024513E+08   4000000E+03 -.1530E+08  .1674E+08   .9997397 -.0027100  .0226545
T  654 10 .3145688E+08   4000000E+03  .8430E+07  .8991E+07   .9999307  .0112094 -.0036011
T  655 10 .3074139E+08   4000000E+03 -.4906E+07  .4097E+06   .9998835 -.0150331  .0026411
T  656 10 .3013609E+08   4000000E+03 -.3655E+08  .4500E+07   .9998960 -.0139166  .0037847
T  657 10 .3063203E+08   4000000E+03  .4952E+08  .1533E+08   .9998278  .0103138  .0154243
T  658 10 .2943102E+08   4000000E+03 -.2615E+08 -.9379E+07   .9998290 -.0178364 -.0048790
T  659 10 .3008187E+08   4000000E+03 -.2111E+08  .3101E+07   .9999506  .0097508  .0019152
T  660 10 .3079349E+08   4000000E+03  .3971E+07  .2657E+08   .9998656 -.0056673  .0153868
T  661 10 .3106825E+08   4000000E+03  .1291E+08 -.2989E+07   .9998868  .0132964  .0070462
T  662 10 .2964388E+08   4000000E+03  .2407E+08 -.2324E+08   .9997555  .0176692 -.0132955
T  663 10 .3093631E+08   4000000E+03  .3641E+08  .5563E+07   .9998419  .0152212 -.0091881
T  664 10 .3065548E+08   4000000E+03 -.2968E+08  .3394E+08   .9998664 -.0052322  .0154842
T  665 10 .3050713E+08   4000000E+03  .4396E+07 -.8529E+07   .9998236  .0146648 -.0117382
T  666 10 .3022347E+08   4000000E+03 -.9691E+07  .1936E+08   .9998864 -.0064806  .0136081
T  667 10 .3051526E+08   4000000E+03  .4722E+07 -.1422E+07   .9997775  .0189093 -.0093464
T  668 10 .3074129E+08   4000000E+03 -.1487E+08  .3835E+07   .9999790 -.0064221 -.0009193
T  669 10 .3064769E+08   4000000E+03  .2039E+07  .2703E+07   .9999867 -.0013935 -.0049693
T  670 10 .3072023E+08   4000000E+03  .7690E+07 -.8488E+07   .9999695  .0070457  .0033728
T  671 10 .3079793E+08   4000000E+03 -.9724E+07  .2491E+08   .9997379 -.0161365  .0162431
T  672 10 .3071901E+08   4000000E+03  .2360E+08 -.1902E+08   .9997144  .0177151 -.0160393
T  673 10 .3067311E+08   4000000E+03  .1186E+08 -.1002E+08   .9999903  .0044006 -.0001831
T  674 10 .3114036E+08   4000000E+03  .1611E+08 -.2908E+08   .9998686  .0070766 -.0145874
T  675 10 .3122553E+08   4000000E+03  .6755E+07 -.2195E+08   .9997595  .0030133 -.0217216
T  676 10 .3106624E+08   4000000E+03 -.2715E+08  .4477E+08   .9994356 -.0263357  .0208555
T  677 10 .3057333E+08   4000000E+03 -.3866E+08  .1613E+08   .9994835 -.0309603  .0086160
T  678 10 .3050705E+08   4000000E+03  .1774E+08  .2457E+08   .9999650  .0063120 -.0055000
T  679 10 .3074134E+08   4000000E+03  .1502E+08 -.9493E+07   .9997923  .0200006 -.0039181
T  680 10 .3164001E+08   4000000E+03 -.4960E+06 -.1573E+08   .9999425  .0031598 -.0102506
T  681 10 .3155304E+08   4000000E+03 -.8061E+07  .4919E+08   .9999488 -.0100419  .0012211
T  682 10 .3060101E+08   4000000E+03 -.7487E+07 -.4948E+07   .9995497 -.0184300 -.0236791
T  683 10 .3046103E+08   4000000E+03 -.3443E+07  .1420E+08   .9999315  .0032521 -.0112427
T  684 10 .3120019E+08   4000000E+03 -.1095E+08  .1093E+08   .9997346 -.0106912  .0204064
T  685 10 .3025140E+08   4000000E+03 -.1460E+06 -.2249E+07   .9999590 -.0082601 -.0037239
T  686 10 .3053292E+08   4000000E+03  .1775E+08 -.2889E+08   .9998858  .0150976 -.0007361
T  687 10 .3029165E+08   4000000E+03 -.2672E+08 -.1757E+08   .9996875 -.0218714 -.0121086
T  688 10 .3050930E+08   4000000E+03  .3112E+08 -.2649E+08   .9994820  .0229496 -.0225604
T  689 10 .3037211E+08   4000000E+03 -.9860E+07  .1662E+08   .9999309 -.0112360  .0034584
T  690 10 .3024006E+08   4000000E+03  .1426E+08 -.1700E+08   .9999827 -.0016679 -.0056339
T  691 10 .3081372E+08   4000000E+03 -.3932E+07  .3117E+08   .9990824 -.0061091  .0423923
T  692 10 .3083270E+08   4000000E+03  .3366E+08 -.5820E+07   .9999488  .0041988 -.0092084
T  693 10 .3123556E+08   4000000E+03  .1583E+08 -.1936E+08   .9999573  .0047581 -.0079264
T  694 10 .3000284E+08   4000000E+03 -.2826E+08 -.3365E+07   .9997907 -.0181443  .0094526
T  695 10 .3052635E+08   4000000E+03 -.1610E+08 -.2265E+08   .9999298 -.0070844 -.0095001
T  696 10 .3059041E+08   4000000E+03 -.3066E+07  .7580E+06   .9999711  .0068065 -.0033734
T  697 10 .3085100E+08   4000000E+03  .6783E+07 -.1427E+08   .9997839  .0207845 -.0003442
T  698 10 .3027708E+08   4000000E+03  .3110E+07  .1756E+08   .9997282  .0091838  .0214291
T  699 10 .2984288E+08   4000000E+03 -.5373E+07 -.4032E+07   .9999482 -.0092942  .0041567
T  700 10 .3021796E+08   4000000E+03  .6235E+08 -.1760E+08   .9992152  .0373492 -.0131945
T  701 10 .3048761E+08   4000000E+03 -.3754E+07 -.5518E+07   .9999659  .0006070 -.0082309
T  702 10 .3123091E+08   4000000E+03  .1210E+08  .1222E+08   .9999916 -.0029781  .0028169
T  703 10 .3064681E+08   4000000E+03 -.1169E+08  .3292E+07   .9999438  .0055125  .0090613
T  704 10 .3073583E+08   4000000E+03  .1137E+08  .8111E+07   .9996011  .0187991  .0210791
T  705 10 .3062978E+08   4000000E+03  .2933E+08  .2733E+08   .9998932  .0024621  .0144086
T  706 10 .3033043E+08   4000000E+03 -.2615E+08  .1029E+09   .9990354 -.0167397  .0405962
T  707 10 .3085265E+08   4000000E+03 -.1475E+07  .1067E+07   .9999413 -.0107942  .0009609
T  708 10 .3040569E+08   4000000E+03 -.1891E+08  .4938E+07   .9998828 -.0150634 -.0027353
T  709 10 .3088638E+08   4000000E+03 -.4268E+07 -.2308E+07   .9999913 -.0011222 -.0040227
T  710 10 .2995220E+08   4000000E+03 -.2811E+08  .8273E+07   .9999553 -.0094588  .0000730
T  711 10 .2810160E+08   4000000E+03 -.5863E+08 -.4204E+09   .9900609 -.0105761 -.1402411
T  712 10 .3106289E+08   4000000E+03  .1809E+08 -.6486E+07   .9999558  .0093893 -.0005235
T  713 10 .3144793E+08   4000000E+03  .6078E+07  .1229E+08   .9999982 -.0008244  .0016869
T  714 10 .3026171E+08   4000000E+03  .3434E+08  .1633E+08   .9998158  .0109370  .0157716
T  715 10 .3076360E+08   4000000E+03 -.1730E+08  .3641E+08   .9995690 -.0165403  .0242525
T  716 10 .3060601E+08   4000000E+03 -.3586E+07  .2047E+08   .9999221 -.0006515  .0124645
T  717 10 .3016444E+08   4000000E+03 -.2527E+08 -.4524E+08   .9994927 -.0243655 -.0205109
T  718 10 .3043955E+08   4000000E+03 -.2298E+08 -.4704E+07   .9995770 -.0253482 -.0142567
T  719 10 .3043556E+08   4000000E+03 -.5176E+08 -.4766E+08   .9997752 -.0034904 -.0209150
T  720 10 .3027942E+08   4000000E+03  .2104E+08  .1591E+08   .9999194  .0077426  .0100610
T  721 10 .3018263E+08   4000000E+03 -.1862E+08  .1175E+08   .9998219 -.0025668 -.0186960
T  722 10 .3057167E+08   4000000E+03  .5165E+07  .5400E+08   .9998751  .0122307  .0100137
T  723 10 .3063723E+08   4000000E+03  .2409E+08  .1037E+07   .9998792  .0155039 -.0010770
T  724 10 .3080530E+08   4000000E+03 -.1608E+08  .1455E+07   .9999691  .0077367  .0013593
T  725 10 .3075731E+08   4000000E+03 -.2451E+08  .1004E+08   .9998609 -.0102524  .0131561
T  726 10 .3075196E+08   4000000E+03  .3841E+08  .2086E+08   .9999919  .0034618  .0020567
T  727 10 .3034306E+08   4000000E+03  .1480E+08 -.5643E+08   .9996866  .0062740 -.0242336
T  728 10 .3117420E+08   4000000E+03  .1015E+08  .6558E+06   .9996418  .0255318 -.0080235
T  729 10 .3055835E+08   4000000E+03  .4593E+08 -.2155E+08   .9996444  .0210497 -.0163703
T  730 10 .3054705E+08   4000000E+03 -.1623E+07  .6439E+08   .9996662 -.0141811  .0215951
T  731 10 .3067639E+08   4000000E+03 -.2679E+08  .2535E+07   .9997868 -.0203067 -.0037485
T  732 10 .3055487E+08   4000000E+03  .2060E+08  .1830E+07   .9997444 -.0221845 -.0043455
